ID,MAP,type,coord_index
14696,319,46516,754
14697,319,46554,759
14698,319,46694,763
14699,319,45550,596
14700,319,45550,581
14701,319,45550,588
14702,319,45550,589
14703,319,45550,587
14704,319,45550,590
14705,319,45550,585
14706,319,45550,595
14707,319,46703,603
14708,319,46505,607
14709,319,46503,605
14710,319,46605,601
14711,319,46602,606
14712,319,46704,604
14713,319,30000,116
14714,319,32200,107
14715,319,32102,106
14716,319,37900,308
14717,319,43001,307
100000,1000,38101,2124
100001,1000,50020,2103
100002,1000,50030,2104
100003,1000,50020,2116
100004,1000,38000,2100
100005,1000,50113,2117
100006,1000,50116,2107
100007,1000,50100,2101
100008,1000,50100,2113
100009,1000,34101,2106
100010,1000,34100,2110
100011,1000,34200,2112
100012,1000,34101,2108
100013,1000,43011,2356
100014,1000,41000,2301
100015,1000,41000,2314
100016,1000,41000,2310
100017,1000,45000,2313
100018,1000,40009,2300
100019,1000,43000,2302
100020,1000,40103,2305
100021,1000,46822,2757
100022,1000,46562,2756
100023,1000,49414,2190
100024,1000,46683,2760
100025,1000,46642,2763
100026,1000,46631,2753
100027,1000,46532,2755
100028,1000,46591,2761
100029,1000,46573,2759
100030,1000,45513,2750
100031,1000,46696,2754
100032,1000,46653,2762
100033,1000,46724,2758
100034,1000,53050,2524
100035,1000,53050,2530
100036,1000,53050,2527
100037,1000,53050,2528
100038,1000,53050,2521
100039,1000,53050,2523
100040,1000,53050,2525
100041,1000,53050,2529
100042,1000,46703,2603
100043,1000,46502,2605
100044,1000,46503,2604
100045,1000,46702,2606
100046,1000,46602,2601
100047,1000,46603,2607
100048,1000,46605,2602
100049,1000,49400,2712
100050,1000,50030,2111
100051,1000,50030,2109
100052,1000,38000,2114
100053,1000,37900,2307
100054,1000,40000,2308
100055,1000,40101,2312
100056,1000,53050,2526
100057,1000,53050,2520
100058,1001,38001,2128
100059,1001,50001,2108
100060,1001,50050,2106
100061,1001,50050,2101
100062,1001,38101,2116
100063,1001,50114,2107
100064,1001,50100,2109
100065,1001,50102,2100
100066,1001,50114,2113
100067,1001,34001,2117
100068,1001,34200,2120
100069,1001,34002,2110
100070,1001,34200,2103
100071,1001,43020,2362
100072,1001,41000,2313
100073,1001,41000,2300
100074,1001,41000,2305
100075,1001,45000,2308
100076,1001,40007,2310
100077,1001,43401,2306
100078,1001,43400,2301
100079,1001,46861,2757
100080,1001,46683,2756
100081,1001,49415,2190
100082,1001,46663,2755
100083,1001,46632,2760
100084,1001,46561,2758
100085,1001,46521,2750
100086,1001,46724,2753
100087,1001,46593,2763
100088,1001,46571,2754
100089,1001,46691,2759
100090,1001,46712,2761
100091,1001,45514,2762
100092,1001,46504,2607
100093,1001,46602,2604
100094,1001,46702,2602
100095,1001,46502,2601
100096,1001,46605,2605
100097,1001,46701,2606
100098,1001,46604,2603
100099,1001,49400,2714
100100,1001,50001,2111
100101,1001,34001,2104
100102,1001,34200,2112
100103,1001,40101,2302
100104,1001,43400,2314
100105,1001,43401,2307
100106,1002,38100,2121
100107,1002,50050,2116
100108,1002,50030,2103
100109,1002,50030,2104
100110,1002,38101,2113
100111,1002,50100,2108
100112,1002,50114,2106
100113,1002,50112,2120
100114,1002,50114,2110
100115,1002,34300,2107
100116,1002,34101,2100
100117,1002,34000,2114
100118,1002,34000,2111
100119,1002,43011,2350
100120,1002,41000,2310
100121,1002,41000,2308
100122,1002,41000,2301
100123,1002,45000,2306
100124,1002,40001,2313
100125,1002,40103,2312
100126,1002,43400,2305
100127,1002,46812,2757
100128,1002,46742,2756
100129,1002,49435,2190
100130,1002,46632,2755
100131,1002,46521,2754
100132,1002,46673,2762
100133,1002,46543,2760
100134,1002,46513,2763
100135,1002,46573,2753
100136,1002,46721,2761
100137,1002,46692,2759
100138,1002,46711,2750
100139,1002,46653,2758
100140,1002,53050,2525
100141,1002,53050,2530
100142,1002,53050,2521
100143,1002,53050,2523
100144,1002,53050,2529
100145,1002,53050,2527
100146,1002,53050,2524
100147,1002,53050,2528
100148,1002,46604,2602
100149,1002,46503,2607
100150,1002,46504,2601
100151,1002,46605,2605
100152,1002,46602,2604
100153,1002,46702,2606
100154,1002,46700,2603
100155,1002,49400,2711
100156,1002,38101,2117
100157,1002,34000,2112
100158,1002,34300,2109
100159,1002,40009,2302
100160,1002,43501,2307
100161,1002,43501,2314
100162,1002,53050,2522
100163,1002,53050,2526
100164,1003,38001,2127
100165,1003,50050,2117
100166,1003,50011,2106
100167,1003,50011,2113
100168,1003,38101,2101
100169,1003,50103,2100
100170,1003,50102,2103
100171,1003,50116,2114
100172,1003,50103,2111
100173,1003,34101,2116
100174,1003,34103,2104
100175,1003,34100,2108
100176,1003,34101,2120
100177,1003,43020,2360
100178,1003,41000,2312
100179,1003,41000,2307
100180,1003,41000,2300
100181,1003,45000,2302
100182,1003,40000,2306
100183,1003,43000,2308
100184,1003,40101,2305
100185,1003,46823,2757
100186,1003,46671,2756
100187,1003,49416,2190
100188,1003,46663,2754
100189,1003,46644,2759
100190,1003,46523,2753
100191,1003,46682,2755
100192,1003,46628,2762
100193,1003,46592,2761
100194,1003,46652,2750
100195,1003,46573,2760
100196,1003,46693,2758
100197,1003,46724,2763
100198,1003,46604,2604
100199,1003,46606,2606
100200,1003,46700,2605
100201,1003,46603,2603
100202,1003,46504,2601
100203,1003,46701,2607
100204,1003,46503,2602
100205,1003,50011,2110
100206,1003,50011,2109
100207,1003,50116,2107
100208,1003,37900,2301
100209,1003,45000,2314
100210,1003,40003,2313
100211,1004,38101,2124
100212,1004,50020,2117
100213,1004,50040,2104
100214,1004,50020,2107
100215,1004,38000,2113
100216,1004,50103,2108
100217,1004,50102,2111
100218,1004,50104,2109
100219,1004,50102,2106
100220,1004,32200,2112
100221,1004,32101,2101
100222,1004,32000,2116
100223,1004,32200,2110
100224,1004,43011,2356
100225,1004,41000,2307
100226,1004,41000,2310
100227,1004,41000,2314
100228,1004,45000,2313
100229,1004,40102,2301
100230,1004,43401,2308
100231,1004,43400,2312
100232,1004,46881,2757
100233,1004,46534,2756
100234,1004,49436,2190
100235,1004,46681,2763
100236,1004,46631,2761
100237,1004,46524,2760
100238,1004,46661,2759
100239,1004,46721,2753
100240,1004,46511,2762
100241,1004,46653,2755
100242,1004,46712,2750
100243,1004,46572,2758
100244,1004,46694,2754
100245,1004,46800,2601
100246,1004,46502,2602
100247,1004,46604,2606
100248,1004,46503,2605
100249,1004,46702,2607
100250,1004,46605,2604
100251,1004,46701,2603
100252,1004,50020,2103
100253,1004,50020,2114
100254,1004,38101,2100
100255,1004,45000,2302
100256,1004,40006,2305
100257,1004,40103,2300
100258,1005,52420,1107
100259,1005,52570,1110
100260,1005,52460,1108
100261,1005,52520,1109
100262,1005,53590,1141
100263,1005,53570,1142
100264,1005,53630,1143
100265,1005,53510,1144
100266,1005,49102,1114
100267,1005,48502,1115
100268,1005,48602,1116
100269,1005,53610,1145
100270,1005,53490,1146
100271,1005,53530,1147
100272,1005,53550,1148
100273,1005,49172,1111
100274,1005,47802,1112
100275,1005,48802,1113
100276,1005,46695,1162
100277,1005,46627,1155
100278,1005,46773,1164
100279,1005,46652,1158
100280,1005,46592,1160
100281,1005,46573,1156
100282,1005,46711,1161
100283,1005,46672,1163
100284,1005,46681,1159
100285,1005,46581,1157
100286,1005,46633,1165
100287,1005,51000,1150
100288,1005,51000,1153
100289,1005,46524,1103
100290,1005,53680,1135
100291,1005,53820,1136
100292,1005,53830,1137
100293,1005,53700,1138
100294,1005,53860,1139
100295,1005,53870,1140
100296,1005,51101,1152
100297,1005,51050,1151
100298,1005,53990,1210
100299,1005,46561,1166
100300,1006,52400,1107
100301,1006,52570,1110
100302,1006,52460,1108
100303,1006,52520,1109
100304,1006,53580,1141
100305,1006,53540,1142
100306,1006,53620,1143
100307,1006,53500,1144
100308,1006,49302,1114
100309,1006,48502,1115
100310,1006,49242,1116
100311,1006,53600,1145
100312,1006,53640,1146
100313,1006,53520,1147
100314,1006,53560,1148
100315,1006,49102,1111
100316,1006,49282,1112
100317,1006,48302,1113
100318,1006,46652,1164
100319,1006,46553,1161
100320,1006,46721,1155
100321,1006,46515,1158
100322,1006,46713,1160
100323,1006,46572,1162
100324,1006,46691,1165
100325,1006,46644,1157
100326,1006,46672,1159
100327,1006,46632,1163
100328,1006,46663,1156
100329,1006,51000,1152
100330,1006,51000,1153
100331,1006,46741,1103
100332,1006,53680,1135
100333,1006,53820,1136
100334,1006,53830,1137
100335,1006,53710,1138
100336,1006,53880,1139
100337,1006,53890,1140
100338,1006,53050,1202
100339,1006,53050,1200
100340,1006,53050,1201
100341,1006,51108,1150
100342,1006,51050,1151
100343,1006,53990,1211
100344,1006,46581,1166
100345,1007,52400,1107
100346,1007,52570,1110
100347,1007,52460,1108
100348,1007,52520,1109
100349,1007,53580,1141
100350,1007,53540,1142
100351,1007,53620,1143
100352,1007,53500,1144
100353,1007,49272,1114
100354,1007,48802,1115
100355,1007,49262,1116
100356,1007,53610,1145
100357,1007,53490,1146
100358,1007,53530,1147
100359,1007,53560,1148
100360,1007,49282,1111
100361,1007,48602,1112
100362,1007,49212,1113
100363,1007,46723,1164
100364,1007,46653,1155
100365,1007,46542,1157
100366,1007,46581,1158
100367,1007,46516,1160
100368,1007,45511,1163
100369,1007,46773,1161
100370,1007,46633,1159
100371,1007,46682,1162
100372,1007,46661,1165
100373,1007,46692,1156
100374,1007,51000,1153
100375,1007,51000,1150
100376,1007,51100,1152
100377,1007,46673,1103
100378,1007,53670,1135
100379,1007,53800,1136
100380,1007,53810,1137
100381,1007,53720,1138
100382,1007,53900,1139
100383,1007,53910,1140
100384,1007,51050,1151
100385,1007,46742,1166
100386,1008,52420,1107
100387,1008,52570,1110
100388,1008,52450,1108
100389,1008,52520,1109
100390,1008,53590,1141
100391,1008,53570,1142
100392,1008,53630,1143
100393,1008,53510,1144
100394,1008,49282,1114
100395,1008,49182,1115
100396,1008,49252,1116
100397,1008,53600,1145
100398,1008,53640,1146
100399,1008,53520,1147
100400,1008,53550,1148
100401,1008,49272,1111
100402,1008,49902,1112
100403,1008,48802,1113
100404,1008,46593,1160
100405,1008,46714,1155
100406,1008,46773,1158
100407,1008,46693,1162
100408,1008,46653,1164
100409,1008,46573,1163
100410,1008,46551,1161
100411,1008,46542,1157
100412,1008,46524,1159
100413,1008,46643,1165
100414,1008,46672,1156
100415,1008,51000,1151
100416,1008,51000,1153
100417,1008,51101,1152
100418,1008,46742,1103
100419,1008,53680,1135
100420,1008,53820,1136
100421,1008,53830,1137
100422,1008,53700,1138
100423,1008,53860,1139
100424,1008,53870,1140
100425,1008,51150,1150
100426,1008,53990,1210
100427,1008,46663,1166
100428,1009,52420,1107
100429,1009,52550,1110
100430,1009,52460,1108
100431,1009,52520,1109
100432,1009,53590,1141
100433,1009,53570,1142
100434,1009,53630,1143
100435,1009,53510,1144
100436,1009,49172,1114
100437,1009,48402,1115
100438,1009,49182,1116
100439,1009,53610,1145
100440,1009,53490,1146
100441,1009,53530,1147
100442,1009,53560,1148
100443,1009,49272,1111
100444,1009,48802,1112
100445,1009,49212,1113
100446,1009,46592,1164
100447,1009,46573,1160
100448,1009,46694,1156
100449,1009,46653,1158
100450,1009,45512,1165
100451,1009,46551,1155
100452,1009,46723,1159
100453,1009,46584,1157
100454,1009,46521,1163
100455,1009,46541,1161
100456,1009,46673,1162
100457,1009,51000,1153
100458,1009,51000,1151
100459,1009,46563,1103
100460,1009,53670,1135
100461,1009,53800,1136
100462,1009,53810,1137
100463,1009,53720,1138
100464,1009,53900,1139
100465,1009,53910,1140
100466,1009,51109,1152
100467,1009,51050,1150
100468,1009,46681,1166
100469,1010,38101,2123
100470,1010,50020,2101
100471,1010,50060,2110
100472,1010,50060,2106
100473,1010,38001,2103
100474,1010,50112,2117
100475,1010,50114,2104
100476,1010,50113,2107
100477,1010,50113,2113
100478,1010,32001,2100
100479,1010,32201,2111
100480,1010,32101,2108
100481,1010,32001,2114
100482,1010,43011,2352
100483,1010,41000,2308
100484,1010,41000,2307
100485,1010,41000,2313
100486,1010,45000,2300
100487,1010,40006,2305
100488,1010,43001,2314
100489,1010,43000,2301
100490,1010,46874,2757
100491,1010,46531,2756
100492,1010,49417,2190
100493,1010,46584,2762
100494,1010,46544,2758
100495,1010,46741,2755
100496,1010,46674,2760
100497,1010,46722,2753
100498,1010,46696,2759
100499,1010,46774,2754
100500,1010,46713,2761
100501,1010,46653,2750
100502,1010,46621,2763
100503,1010,53050,2530
100504,1010,53050,2524
100505,1010,53050,2525
100506,1010,53050,2527
100507,1010,53050,2528
100508,1010,53050,2520
100509,1010,53050,2521
100510,1010,53050,2526
100511,1010,46703,2607
100512,1010,46700,2603
100513,1010,46604,2601
100514,1010,46603,2605
100515,1010,46504,2604
100516,1010,46605,2606
100517,1010,46503,2602
100518,1010,38101,2116
100519,1010,50112,2109
100520,1010,32001,2112
100521,1010,40007,2310
100522,1010,43000,2306
100523,1010,40102,2312
100524,1010,53050,2529
100525,1010,53050,2522
100526,1011,38001,2128
100527,1011,50020,2100
100528,1011,50001,2107
100529,1011,50001,2112
100530,1011,38000,2103
100531,1011,50112,2101
100532,1011,50100,2104
100533,1011,50103,2111
100534,1011,50112,2116
100535,1011,34100,2120
100536,1011,34103,2109
100537,1011,34001,2117
100538,1011,34100,2110
100539,1011,43410,2362
100540,1011,41000,2307
100541,1011,41000,2313
100542,1011,41000,2310
100543,1011,45000,2314
100544,1011,40003,2302
100545,1011,43000,2301
100546,1011,43001,2308
100547,1011,46883,2757
100548,1011,46743,2756
100549,1011,49418,2190
100550,1011,46663,2758
100551,1011,46524,2753
100552,1011,46562,2759
100553,1011,46643,2763
100554,1011,46691,2754
100555,1011,46511,2760
100556,1011,45513,2762
100557,1011,46724,2750
100558,1011,46711,2755
100559,1011,46572,2761
100560,1011,53000,2527
100561,1011,53000,2524
100562,1011,53000,2529
100563,1011,53000,2528
100564,1011,53000,2523
100565,1011,53000,2526
100566,1011,53000,2521
100567,1011,53000,2530
100568,1011,46605,2601
100569,1011,46703,2607
100570,1011,46505,2606
100571,1011,46701,2604
100572,1011,46604,2603
100573,1011,46504,2605
100574,1011,46602,2602
100575,1011,50020,2113
100576,1011,50001,2108
100577,1011,50112,2106
100578,1011,45000,2306
100579,1011,40103,2305
100580,1011,40102,2300
100581,1011,53000,2525
100582,1011,53000,2520
100583,1012,30001,2123
100584,1012,50001,2110
100585,1012,50011,2103
100586,1012,50011,2107
100587,1012,30301,2113
100588,1012,50114,2106
100589,1012,50100,2100
100590,1012,50112,2114
100591,1012,50114,2108
100592,1012,32100,2101
100593,1012,32102,2112
100594,1012,32200,2116
100595,1012,32200,2104
100596,1012,43020,2352
100597,1012,41000,2308
100598,1012,41000,2312
100599,1012,41000,2310
100600,1012,45000,2307
100601,1012,40101,2314
100602,1012,40103,2305
100603,1012,43000,2301
100604,1012,46813,2757
100605,1012,46563,2756
100606,1012,49411,2190
100607,1012,46642,2750
100608,1012,46683,2754
100609,1012,46631,2763
100610,1012,46533,2761
100611,1012,46712,2762
100612,1012,46593,2755
100613,1012,46652,2759
100614,1012,46774,2758
100615,1012,46513,2760
100616,1012,46692,2753
100617,1012,53000,2526
100618,1012,53000,2523
100619,1012,53000,2529
100620,1012,53000,2528
100621,1012,53000,2530
100622,1012,53000,2525
100623,1012,53000,2527
100624,1012,53000,2521
100625,1012,46606,2601
100626,1012,46605,2602
100627,1012,46502,2604
100628,1012,46604,2607
100629,1012,46703,2605
100630,1012,46504,2606
100631,1012,46701,2603
100632,1012,50001,2117
100633,1012,50112,2111
100634,1012,50112,2109
100635,1012,40004,2300
100636,1012,40007,2306
100637,1012,43001,2313
100638,1012,53000,2524
100639,1012,53000,2520
100640,1013,38101,2124
100641,1013,50050,2113
100642,1013,50001,2108
100643,1013,50001,2109
100644,1013,38001,2110
100645,1013,50103,2111
100646,1013,50114,2106
100647,1013,50100,2114
100648,1013,50103,2100
100649,1013,32001,2104
100650,1013,32102,2101
100651,1013,32000,2116
100652,1013,32102,2103
100653,1013,43011,2356
100654,1013,41000,2314
100655,1013,41000,2302
100656,1013,41000,2312
100657,1013,45000,2301
100658,1013,40008,2308
100659,1013,43000,2313
100660,1013,40101,2300
100661,1013,46862,2757
100662,1013,46672,2756
100663,1013,49422,2190
100664,1013,46641,2753
100665,1013,46742,2758
100666,1013,46682,2763
100667,1013,46561,2760
100668,1013,46693,2759
100669,1013,46722,2755
100670,1013,46714,2761
100671,1013,45514,2762
100672,1013,46651,2750
100673,1013,46516,2754
100674,1013,46504,2604
100675,1013,46502,2606
100676,1013,46605,2607
100677,1013,46602,2603
100678,1013,46703,2601
100679,1013,46606,2605
100680,1013,46701,2602
100681,1013,50050,2117
100682,1013,38001,2107
100683,1013,50114,2112
100684,1013,37900,2310
100685,1013,40102,2307
100686,1013,40005,2305
100687,1014,30000,2122
100688,1014,50060,2107
100689,1014,50020,2113
100690,1014,50020,2104
100691,1014,30300,2120
100692,1014,50104,2101
100693,1014,50113,2111
100694,1014,50100,2109
100695,1014,50113,2108
100696,1014,32100,2103
100697,1014,32101,2114
100698,1014,32200,2110
100699,1014,32100,2117
100700,1014,43011,2351
100701,1014,41000,2313
100702,1014,41000,2305
100703,1014,41000,2306
100704,1014,45000,2302
100705,1014,40103,2308
100706,1014,43400,2307
100707,1014,40101,2300
100708,1014,46913,2757
100709,1014,46741,2756
100710,1014,49423,2190
100711,1014,46641,2759
100712,1014,46681,2762
100713,1014,46524,2755
100714,1014,46633,2760
100715,1014,46721,2758
100716,1014,46516,2763
100717,1014,46551,2761
100718,1014,46572,2750
100719,1014,46711,2753
100720,1014,46591,2754
100721,1014,46800,2603
100722,1014,46503,2607
100723,1014,46602,2604
100724,1014,46702,2605
100725,1014,46606,2602
100726,1014,46505,2601
100727,1014,46700,2606
100728,1014,50060,2112
100729,1014,30000,2106
100730,1014,50113,2116
100731,1014,37900,2314
100732,1014,45000,2312
100733,1014,40001,2310
100734,1015,52420,1107
100735,1015,52570,1110
100736,1015,52460,1108
100737,1015,52520,1109
100738,1015,53580,1141
100739,1015,53540,1142
100740,1015,53620,1143
100741,1015,53500,1144
100742,1015,49272,1114
100743,1015,49232,1115
100744,1015,49182,1116
100745,1015,53600,1145
100746,1015,53640,1146
100747,1015,53520,1147
100748,1015,53560,1148
100749,1015,49902,1111
100750,1015,49172,1112
100751,1015,49212,1113
100752,1015,46652,1159
100753,1015,45511,1162
100754,1015,46583,1158
100755,1015,46722,1165
100756,1015,46515,1163
100757,1015,46551,1164
100758,1015,46571,1160
100759,1015,46543,1155
100760,1015,46563,1157
100761,1015,46521,1156
100762,1015,46644,1161
100763,1015,51000,1151
100764,1015,51000,1152
100765,1015,46531,1103
100766,1015,53680,1135
100767,1015,53820,1136
100768,1015,53830,1137
100769,1015,53700,1138
100770,1015,53860,1139
100771,1015,53870,1140
100772,1015,49400,1174
100773,1015,53000,1201
100774,1015,53000,1200
100775,1015,53000,1202
100776,1015,51104,1150
100777,1015,51050,1153
100778,1015,53990,1212
100779,1015,46681,1166
100780,1016,52400,1107
100781,1016,52570,1110
100782,1016,52450,1108
100783,1016,52520,1109
100784,1016,53590,1141
100785,1016,53570,1142
100786,1016,53630,1143
100787,1016,53510,1144
100788,1016,49302,1114
100789,1016,49262,1115
100790,1016,49232,1116
100791,1016,53600,1145
100792,1016,53640,1146
100793,1016,53520,1147
100794,1016,53550,1148
100795,1016,49102,1111
100796,1016,49172,1112
100797,1016,48502,1113
100798,1016,46724,1164
100799,1016,46551,1163
100800,1016,46711,1155
100801,1016,46571,1158
100802,1016,46694,1160
100803,1016,46651,1157
100804,1016,46627,1162
100805,1016,46673,1159
100806,1016,46681,1156
100807,1016,46562,1165
100808,1016,46582,1161
100809,1016,51000,1152
100810,1016,51000,1150
100811,1016,46532,1103
100812,1016,53680,1135
100813,1016,53820,1136
100814,1016,53830,1137
100815,1016,53710,1138
100816,1016,53880,1139
100817,1016,53890,1140
100818,1016,51107,1153
100819,1016,51150,1151
100820,1016,53990,1212
100821,1016,46743,1166
100822,1017,52400,1107
100823,1017,52570,1110
100824,1017,52450,1108
100825,1017,52520,1109
100826,1017,53590,1141
100827,1017,53570,1142
100828,1017,53630,1143
100829,1017,53510,1144
100830,1017,49902,1114
100831,1017,49272,1115
100832,1017,49242,1116
100833,1017,53610,1145
100834,1017,53490,1146
100835,1017,53530,1147
100836,1017,53550,1148
100837,1017,49302,1111
100838,1017,49172,1112
100839,1017,48302,1113
100840,1017,46772,1157
100841,1017,46714,1165
100842,1017,46553,1163
100843,1017,46511,1159
100844,1017,45512,1158
100845,1017,46695,1160
100846,1017,46653,1156
100847,1017,46671,1161
100848,1017,46662,1164
100849,1017,46681,1155
100850,1017,46524,1162
100851,1017,51000,1153
100852,1017,51000,1152
100853,1017,51102,1150
100854,1017,46743,1103
100855,1017,53670,1135
100856,1017,53800,1136
100857,1017,53810,1137
100858,1017,53720,1138
100859,1017,53900,1139
100860,1017,53910,1140
100861,1017,51150,1151
100862,1017,53990,1210
100863,1017,46562,1166
100864,1018,52420,1107
100865,1018,52550,1110
100866,1018,52460,1108
100867,1018,52520,1109
100868,1018,53580,1141
100869,1018,53540,1142
100870,1018,53620,1143
100871,1018,53500,1144
100872,1018,49302,1114
100873,1018,49202,1115
100874,1018,48802,1116
100875,1018,53600,1145
100876,1018,53640,1146
100877,1018,53520,1147
100878,1018,53550,1148
100879,1018,49902,1111
100880,1018,49282,1112
100881,1018,49212,1113
100882,1018,46691,1155
100883,1018,46774,1161
100884,1018,45513,1160
100885,1018,46542,1158
100886,1018,46721,1164
100887,1018,46712,1163
100888,1018,46571,1159
100889,1018,46531,1157
100890,1018,46522,1165
100891,1018,46673,1156
100892,1018,46644,1162
100893,1018,51000,1151
100894,1018,51000,1153
100895,1018,46663,1103
100896,1018,53670,1135
100897,1018,53800,1136
100898,1018,53810,1137
100899,1018,53700,1138
100900,1018,53860,1139
100901,1018,53870,1140
100902,1018,51107,1150
100903,1018,51050,1152
100904,1018,53990,1212
100905,1018,46582,1166
100906,1019,52400,1107
100907,1019,52570,1110
100908,1019,52460,1108
100909,1019,52520,1109
100910,1019,53580,1141
100911,1019,53540,1142
100912,1019,53620,1143
100913,1019,53500,1144
100914,1019,49282,1114
100915,1019,49202,1115
100916,1019,48802,1116
100917,1019,53610,1145
100918,1019,53490,1146
100919,1019,53530,1147
100920,1019,53560,1148
100921,1019,49102,1111
100922,1019,48502,1112
100923,1019,48402,1113
100924,1019,46771,1155
100925,1019,46591,1163
100926,1019,45514,1157
100927,1019,46551,1158
100928,1019,46572,1159
100929,1019,46514,1162
100930,1019,46692,1164
100931,1019,46681,1161
100932,1019,46561,1160
100933,1019,46742,1165
100934,1019,46632,1156
100935,1019,51000,1151
100936,1019,51000,1153
100937,1019,46523,1103
100938,1019,53670,1135
100939,1019,53800,1136
100940,1019,53810,1137
100941,1019,53710,1138
100942,1019,53880,1139
100943,1019,53890,1140
100944,1019,53050,1200
100945,1019,53050,1201
100946,1019,53050,1202
100947,1019,51106,1152
100948,1019,51150,1150
100949,1019,46582,1166
100950,1020,38001,2129
100951,1020,50060,2108
100952,1020,50050,2106
100953,1020,50050,2110
100954,1020,38100,2100
100955,1020,50102,2120
100956,1020,50100,2116
100957,1020,50114,2117
100958,1020,50114,2104
100959,1020,34102,2112
100960,1020,34104,2113
100961,1020,34002,2114
100962,1020,34104,2103
100963,1020,44010,2364
100964,1020,41000,2301
100965,1020,41000,2306
100966,1020,41000,2302
100967,1020,45000,2300
100968,1020,40101,2312
100969,1020,43001,2308
100970,1020,40103,2305
100971,1020,46883,2757
100972,1020,46681,2756
100973,1020,49437,2190
100974,1020,46533,2755
100975,1020,46644,2754
100976,1020,46662,2760
100977,1020,46741,2763
100978,1020,46693,2750
100979,1020,46771,2758
100980,1020,46651,2762
100981,1020,46713,2759
100982,1020,45511,2761
100983,1020,46627,2753
100984,1020,46802,2603
100985,1020,46701,2604
100986,1020,46603,2601
100987,1020,46703,2605
100988,1020,46505,2602
100989,1020,46502,2607
100990,1020,46602,2606
100991,1020,50050,2109
100992,1020,50060,2101
100993,1020,50114,2107
100994,1020,45000,2310
100995,1020,40005,2313
100996,1020,40000,2307
100997,1021,30000,2121
100998,1021,50050,2100
100999,1021,50060,2114
101000,1021,50060,2120
101001,1021,30300,2104
101002,1021,50116,2107
101003,1021,50114,2110
101004,1021,50104,2108
101005,1021,50114,2112
101006,1021,32201,2117
101007,1021,32001,2113
101008,1021,32000,2103
101009,1021,32001,2106
101010,1021,41010,2350
101011,1021,41000,2310
101012,1021,41000,2308
101013,1021,41000,2314
101014,1021,45000,2313
101015,1021,40000,2312
101016,1021,43400,2301
101017,1021,43000,2305
101018,1021,46863,2757
101019,1021,46523,2756
101020,1021,49438,2190
101021,1021,46742,2762
101022,1021,46581,2754
101023,1021,46562,2755
101024,1021,46643,2750
101025,1021,46694,2761
101026,1021,46773,2763
101027,1021,46714,2759
101028,1021,46628,2753
101029,1021,45512,2760
101030,1021,46593,2758
101031,1021,53050,2529
101032,1021,53050,2522
101033,1021,53050,2525
101034,1021,53050,2528
101035,1021,53050,2521
101036,1021,53050,2523
101037,1021,53050,2524
101038,1021,53050,2530
101039,1021,46606,2607
101040,1021,46605,2603
101041,1021,46503,2606
101042,1021,46505,2601
101043,1021,46704,2605
101044,1021,46703,2604
101045,1021,46602,2602
101046,1021,30000,2111
101047,1021,50116,2109
101048,1021,32001,2116
101049,1021,37900,2307
101050,1021,45000,2302
101051,1021,40103,2306
101052,1021,53050,2527
101053,1021,53050,2520
101054,1022,30300,2124
101055,1022,50060,2114
101056,1022,50020,2111
101057,1022,50020,2112
101058,1022,30000,2106
101059,1022,50113,2101
101060,1022,50112,2109
101061,1022,50104,2110
101062,1022,50113,2107
101063,1022,32001,2117
101064,1022,32000,2116
101065,1022,32102,2113
101066,1022,32000,2108
101067,1022,41010,2356
101068,1022,41000,2312
101069,1022,41000,2313
101070,1022,41000,2310
101071,1022,45000,2314
101072,1022,40002,2307
101073,1022,40102,2301
101074,1022,43501,2308
101075,1022,46871,2757
101076,1022,46683,2756
101077,1022,49412,2190
101078,1022,46673,2761
101079,1022,46531,2750
101080,1022,46661,2755
101081,1022,46742,2753
101082,1022,46772,2762
101083,1022,46571,2760
101084,1022,46552,2758
101085,1022,46722,2759
101086,1022,46714,2763
101087,1022,46592,2754
101088,1022,46502,2602
101089,1022,46606,2604
101090,1022,46602,2607
101091,1022,46605,2601
101092,1022,46505,2606
101093,1022,46702,2605
101094,1022,46704,2603
101095,1022,50060,2103
101096,1022,50020,2100
101097,1022,32000,2104
101098,1022,37900,2305
101099,1022,45000,2300
101100,1022,40103,2302
101101,1023,38100,2121
101102,1023,50020,2110
101103,1023,50040,2104
101104,1023,50040,2116
101105,1023,38001,2103
101106,1023,50104,2120
101107,1023,50103,2109
101108,1023,50113,2113
101109,1023,50103,2117
101110,1023,34000,2107
101111,1023,34102,2108
101112,1023,34001,2114
101113,1023,34000,2112
101114,1023,41010,2350
101115,1023,41000,2314
101116,1023,41000,2306
101117,1023,41000,2307
101118,1023,45000,2312
101119,1023,40101,2302
101120,1023,43400,2310
101121,1023,40103,2308
101122,1023,46824,2757
101123,1023,46673,2756
101124,1023,49424,2190
101125,1023,46563,2754
101126,1023,46681,2760
101127,1023,46662,2755
101128,1023,46544,2753
101129,1023,45513,2750
101130,1023,46696,2758
101131,1023,46711,2761
101132,1023,46593,2759
101133,1023,46652,2762
101134,1023,46774,2763
101135,1023,53050,2522
101136,1023,53050,2528
101137,1023,53050,2524
101138,1023,53050,2527
101139,1023,53050,2523
101140,1023,53050,2521
101141,1023,53050,2525
101142,1023,53050,2530
101143,1023,46502,2606
101144,1023,46606,2604
101145,1023,46604,2607
101146,1023,46704,2603
